,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Super Freaky Girl___Nicki Minaj,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,audio_features,4C6Uex2ILwJi9sZXRdmqXp,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/tracks/4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/audio-analysis/4C6Uex2ILwJi9sZXRdmqXp,170977,4,Super Freaky Girl,0h5MuD9O9o1VoN07mQmwMQ
melt___diet lemon,0.596,0.609,6,-6.534,1,0.0269,0.193,0.006,0.113,0.492,110.998,audio_features,0JJQ6CIQ1zsA9yiN0anvgu,spotify:track:0JJQ6CIQ1zsA9yiN0anvgu,https://api.spotify.com/v1/tracks/0JJQ6CIQ1zsA9yiN0anvgu,https://api.spotify.com/v1/audio-analysis/0JJQ6CIQ1zsA9yiN0anvgu,162973,4,melt,4SGLovKEDCjsIDcshmp2Ya
all i need (the distance song)___Avery Lynch,0.651,0.119,8,-16.58,1,0.0401,0.976,0,0.163,0.373,97.039,audio_features,1ZYjhvNnxN6sk6f0SMLcR9,spotify:track:1ZYjhvNnxN6sk6f0SMLcR9,https://api.spotify.com/v1/tracks/1ZYjhvNnxN6sk6f0SMLcR9,https://api.spotify.com/v1/audio-analysis/1ZYjhvNnxN6sk6f0SMLcR9,244390,4,"As Written, Vol. 1",16MDQU312oTRDCAb1GeCmK
Fuck it I love you___Lana Del Rey,0.534,0.452,9,-10.732,0,0.0359,0.895,0.00165,0.125,0.175,129.974,audio_features,7MtVPRGtZl6rPjMfLoI3Lh,spotify:track:7MtVPRGtZl6rPjMfLoI3Lh,https://api.spotify.com/v1/tracks/7MtVPRGtZl6rPjMfLoI3Lh,https://api.spotify.com/v1/audio-analysis/7MtVPRGtZl6rPjMfLoI3Lh,218288,4,Norman Fucking Rockwell!,5XpEKORZ4y6OrCZSKsi46A
Missing You Today___PUBLIC,0.849,0.738,0,-5.458,1,0.0386,0.125,7.62e-06,0.101,0.96,123.008,audio_features,0Nr2vFKsz207NQY0LP7IvV,spotify:track:0Nr2vFKsz207NQY0LP7IvV,https://api.spotify.com/v1/tracks/0Nr2vFKsz207NQY0LP7IvV,https://api.spotify.com/v1/audio-analysis/0Nr2vFKsz207NQY0LP7IvV,157561,4,Missing You Today,5QWuQRtI7d96CMTOO2zlya
Don't You Forget Me___Rishi,0.621,0.291,3,-12.6,1,0.0275,0.762,0.00016,0.106,0.235,108.029,audio_features,4O5YwBR50X5YXONSRO7su9,spotify:track:4O5YwBR50X5YXONSRO7su9,https://api.spotify.com/v1/tracks/4O5YwBR50X5YXONSRO7su9,https://api.spotify.com/v1/audio-analysis/4O5YwBR50X5YXONSRO7su9,205239,4,Don't You Forget Me,2x3hmBt96dyVl20sf6I1KY
Mad Love___Mabel,0.776,0.778,3,-4.693,0,0.0594,0.699,4.05e-05,0.0573,0.743,118.991,audio_features,4R4kVENgrhlwymPZFxuhdK,spotify:track:4R4kVENgrhlwymPZFxuhdK,https://api.spotify.com/v1/tracks/4R4kVENgrhlwymPZFxuhdK,https://api.spotify.com/v1/audio-analysis/4R4kVENgrhlwymPZFxuhdK,141343,4,Mad Love (Versions),5TIOahpFKiz3Qlcc5Agkov
One Call Away___Charlie Puth,0.667,0.613,1,-5.353,1,0.0344,0.403,0,0.115,0.47,91.024,audio_features,37R0bQOQj5a7DOqh1TGzvB,spotify:track:37R0bQOQj5a7DOqh1TGzvB,https://api.spotify.com/v1/tracks/37R0bQOQj5a7DOqh1TGzvB,https://api.spotify.com/v1/audio-analysis/37R0bQOQj5a7DOqh1TGzvB,194453,4,Nine Track Mind,5Nwsra93UQYJ6xxcjcE10x
Manja___Amit Trivedi,0.772,0.471,2,-7.611,1,0.0281,0.551,0.00182,0.131,0.521,106.041,audio_features,6o1o5SVSqVPLKAnZxRQz4x,spotify:track:6o1o5SVSqVPLKAnZxRQz4x,https://api.spotify.com/v1/tracks/6o1o5SVSqVPLKAnZxRQz4x,https://api.spotify.com/v1/audio-analysis/6o1o5SVSqVPLKAnZxRQz4x,217027,3,Kai Po Che (Original Motion Picture Soundtrack),5ZCZAEzlu3GchXdbkR5qOY
Figure You Out___VOILÀ,0.631,0.491,11,-8.141,0,0.0354,0.508,3.18e-05,0.177,0.537,94.912,audio_features,2bFGGsScXp2Tu10jKMCKO6,spotify:track:2bFGGsScXp2Tu10jKMCKO6,https://api.spotify.com/v1/tracks/2bFGGsScXp2Tu10jKMCKO6,https://api.spotify.com/v1/audio-analysis/2bFGGsScXp2Tu10jKMCKO6,163436,4,Long Story Short,0fsUPGZdjtXb5F7KJ4FSzk
Namor___Ludwig Göransson,0.462,0.0566,1,-25.542,1,0.0322,0.833,0.933,0.151,0.0397,92.019,audio_features,4ZAzc0dAPTstqWmdkGe03W,spotify:track:4ZAzc0dAPTstqWmdkGe03W,https://api.spotify.com/v1/tracks/4ZAzc0dAPTstqWmdkGe03W,https://api.spotify.com/v1/audio-analysis/4ZAzc0dAPTstqWmdkGe03W,221155,4,Black Panther: Wakanda Forever (Original Score),2lPz7qiqG7TfvKr3S1Lv6p
Shirt___SZA,0.848,0.512,3,-7.72,0,0.102,0.228,0.00232,0.0879,0.572,120.009,audio_features,2wSTnntOPRi7aQneobFtU4,spotify:track:2wSTnntOPRi7aQneobFtU4,https://api.spotify.com/v1/tracks/2wSTnntOPRi7aQneobFtU4,https://api.spotify.com/v1/audio-analysis/2wSTnntOPRi7aQneobFtU4,181840,4,SOS,07w0rG5TETcyihsEIZR3qG
The Heart Part 5___Kendrick Lamar,0.7,0.812,1,-8.128,0,0.297,0.183,0,0.0756,0.801,97.405,audio_features,5MMW4CZsZiZt2iuqAXzzWC,spotify:track:5MMW4CZsZiZt2iuqAXzzWC,https://api.spotify.com/v1/tracks/5MMW4CZsZiZt2iuqAXzzWC,https://api.spotify.com/v1/audio-analysis/5MMW4CZsZiZt2iuqAXzzWC,332229,4,The Heart Part 5,5XClh485CRBIIKaNXWWt7Z
Criminal___Britney Spears,0.696,0.734,7,-5.294,1,0.0298,0.0485,0,0.183,0.711,107.987,audio_features,6T689Jvh5KrSXyaPtUWZtQ,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,https://api.spotify.com/v1/tracks/6T689Jvh5KrSXyaPtUWZtQ,https://api.spotify.com/v1/audio-analysis/6T689Jvh5KrSXyaPtUWZtQ,225080,4,Femme Fatale (Deluxe Version),0oFBaXLFsUVa2gEmJf4FcJ
Pretty Girl___Clairo,0.93,0.611,0,-4.406,1,0.0415,0.593,0.00124,0.0592,0.695,112.127,audio_features,0KyAGiNGUytG5JLxJu4F6l,spotify:track:0KyAGiNGUytG5JLxJu4F6l,https://api.spotify.com/v1/tracks/0KyAGiNGUytG5JLxJu4F6l,https://api.spotify.com/v1/audio-analysis/0KyAGiNGUytG5JLxJu4F6l,178352,4,Pretty Girl,3nkwKrSQJ9l84VV8uuymk9
Wicked Games___Kiana Ledé,0.789,0.435,1,-7.042,0,0.0599,0.447,0,0.135,0.456,72.973,audio_features,0TYhf0MgEj4YJaKwo5c4Km,spotify:track:0TYhf0MgEj4YJaKwo5c4Km,https://api.spotify.com/v1/tracks/0TYhf0MgEj4YJaKwo5c4Km,https://api.spotify.com/v1/audio-analysis/0TYhf0MgEj4YJaKwo5c4Km,181267,3,Selfless,3mt812NnyqmyhujjNNT1oP
i don't want to watch the world end with someone else___Clinton Kane,0.535,0.359,2,-9.343,1,0.0607,0.771,0,0.111,0.488,154.163,audio_features,58qX77t2VWMWcycsh9zKLc,spotify:track:58qX77t2VWMWcycsh9zKLc,https://api.spotify.com/v1/tracks/58qX77t2VWMWcycsh9zKLc,https://api.spotify.com/v1/audio-analysis/58qX77t2VWMWcycsh9zKLc,184505,4,i don't want to watch the world end with someone else,610pjYthQHEHqSdF8kCTcP
Until I Found You (Sped Up) - Heaven When I Held You Again How Could We Ever Just Be Friends___Hiko,0.464,0.596,3,-6.721,1,0.0302,0.599,0.00196,0.248,0.464,139.861,audio_features,2w5aTimRJjWefNoXaoCpd4,spotify:track:2w5aTimRJjWefNoXaoCpd4,https://api.spotify.com/v1/tracks/2w5aTimRJjWefNoXaoCpd4,https://api.spotify.com/v1/audio-analysis/2w5aTimRJjWefNoXaoCpd4,123429,3,Until I Found You (Sped Up) - Heaven When I Held You Again How Could We Ever Just Be Friends,13JS9rH3cjTaWAjhrAxrpx
Mercy - Acoustic___Shawn Mendes,0.458,0.347,11,-6.651,0,0.0381,0.712,0,0.11,0.431,78.928,audio_features,0uZnF1sn2IcNCvnyAIKNMQ,spotify:track:0uZnF1sn2IcNCvnyAIKNMQ,https://api.spotify.com/v1/tracks/0uZnF1sn2IcNCvnyAIKNMQ,https://api.spotify.com/v1/audio-analysis/0uZnF1sn2IcNCvnyAIKNMQ,219160,4,Illuminate (Deluxe),3wBabo4pmzsYjALMSKY7Iq
i love being with you___Elijah Who,0.619,0.399,7,-10.568,1,0.0496,0.949,0.588,0.104,0.466,79.14,audio_features,05WumP6Z6mu15TfGb4HvUg,spotify:track:05WumP6Z6mu15TfGb4HvUg,https://api.spotify.com/v1/tracks/05WumP6Z6mu15TfGb4HvUg,https://api.spotify.com/v1/audio-analysis/05WumP6Z6mu15TfGb4HvUg,96406,4,Gentle Boy,3CqMf4FpdYhjSTtFQiQnVK
No Candle No Light (feat. Nicki Minaj)___ZAYN,0.619,0.751,5,-4.22,0,0.0496,0.0169,0.000108,0.0949,0.46,122.138,audio_features,5tH8UbEHc3seBxOlnzvoAs,spotify:track:5tH8UbEHc3seBxOlnzvoAs,https://api.spotify.com/v1/tracks/5tH8UbEHc3seBxOlnzvoAs,https://api.spotify.com/v1/audio-analysis/5tH8UbEHc3seBxOlnzvoAs,195027,4,Icarus Falls,1DF9B2hfwX4EdgEFwGcRwh
De Una Vez___Selena Gomez,0.659,0.479,11,-6.79,0,0.2,0.152,0.0025,0.268,0.0395,163.882,audio_features,1v3lhrZEsOcazqR2QIyyRu,spotify:track:1v3lhrZEsOcazqR2QIyyRu,https://api.spotify.com/v1/tracks/1v3lhrZEsOcazqR2QIyyRu,https://api.spotify.com/v1/audio-analysis/1v3lhrZEsOcazqR2QIyyRu,155956,4,Revelación - EP,2jGa3OwXatFYQAIS7OV7k9
Girl At Home___Taylor Swift,0.691,0.736,5,-6.974,1,0.0326,0.00955,1.88e-05,0.101,0.612,125.089,audio_features,0DMVrlMUn01M0IcpDbwgu7,spotify:track:0DMVrlMUn01M0IcpDbwgu7,https://api.spotify.com/v1/tracks/0DMVrlMUn01M0IcpDbwgu7,https://api.spotify.com/v1/audio-analysis/0DMVrlMUn01M0IcpDbwgu7,220520,4,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
"Pachtaoge (From ""Jaani Ve"")___Arijit Singh",0.515,0.691,5,-4.028,0,0.0344,0.624,0,0.121,0.484,169.521,audio_features,5QVHNa0ppJUOoqSd36ovQS,spotify:track:5QVHNa0ppJUOoqSd36ovQS,https://api.spotify.com/v1/tracks/5QVHNa0ppJUOoqSd36ovQS,https://api.spotify.com/v1/audio-analysis/5QVHNa0ppJUOoqSd36ovQS,226789,3,"Pachtaoge (From ""Jaani Ve"")",3Ptq3ARmJ8iTLBb7M7Bho0
In Control - Innellea Remix___Forma,0.679,0.568,0,-7.097,1,0.0358,0.0447,0.709,0.067,0.0636,120.002,audio_features,35fdRgZrz5ujDGBaqhoPE8,spotify:track:35fdRgZrz5ujDGBaqhoPE8,https://api.spotify.com/v1/tracks/35fdRgZrz5ujDGBaqhoPE8,https://api.spotify.com/v1/audio-analysis/35fdRgZrz5ujDGBaqhoPE8,345136,4,In Control (Innellea Remix),2ldvU2vukDp8TyH9qDie2G
Sanctuary___Joji,0.552,0.638,1,-7.474,1,0.11,0.387,0.00014,0.374,0.332,167.834,audio_features,5F1ZmucV0uJY14y2dYKePa,spotify:track:5F1ZmucV0uJY14y2dYKePa,https://api.spotify.com/v1/tracks/5F1ZmucV0uJY14y2dYKePa,https://api.spotify.com/v1/audio-analysis/5F1ZmucV0uJY14y2dYKePa,180019,4,Nectar,6YKk4wlKdACRITGKmGnoIm
Maybe Now Audiobook 🎧 by Colleen Hoover [ FREE ]___➜ 🟡 Colleen Hoover Audiobooks 🎧 by The Book Guide®,0.722,0.16,7,-13.981,0,0.918,0.896,0,0.23,0.315,126.222,audio_features,5eQ9I7F7LT1mCpy4zCjIuS,spotify:track:5eQ9I7F7LT1mCpy4zCjIuS,https://api.spotify.com/v1/tracks/5eQ9I7F7LT1mCpy4zCjIuS,https://api.spotify.com/v1/audio-analysis/5eQ9I7F7LT1mCpy4zCjIuS,4005660,3,É Assim Que Acaba,2EYOUodxM8anCaM3qskHMT
Have a Good Life (See You Never)___Benedict Cork,0.681,0.454,11,-10.938,1,0.0471,0.482,2.23e-06,0.101,0.473,89.948,audio_features,5N3O4ndq55dBE3N4H9SuHV,spotify:track:5N3O4ndq55dBE3N4H9SuHV,https://api.spotify.com/v1/tracks/5N3O4ndq55dBE3N4H9SuHV,https://api.spotify.com/v1/audio-analysis/5N3O4ndq55dBE3N4H9SuHV,181133,4,Have a Good Life (See You Never),57IaAscXTLK9e4egeS38tL
Heaven___Emilee,0.417,0.208,0,-11.307,1,0.0545,0.921,0,0.12,0.293,80.71,audio_features,24FprytnP9KMqH01aPR2N5,spotify:track:24FprytnP9KMqH01aPR2N5,https://api.spotify.com/v1/tracks/24FprytnP9KMqH01aPR2N5,https://api.spotify.com/v1/audio-analysis/24FprytnP9KMqH01aPR2N5,154763,4,Heaven,10vIaL9rgSjoJ7T5CRMC2t
Waves___Dean Lewis,0.518,0.729,11,-7.193,0,0.0452,0.183,0,0.0643,0.343,156.879,audio_features,6w8pFOKn42O418qwcQElZ3,spotify:track:6w8pFOKn42O418qwcQElZ3,https://api.spotify.com/v1/tracks/6w8pFOKn42O418qwcQElZ3,https://api.spotify.com/v1/audio-analysis/6w8pFOKn42O418qwcQElZ3,240013,4,A Place We Knew,61G7KL6rpj167r6H4CzS8C
Heart Attack___Wild Rivers,0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,audio_features,1V6gIisPpYqgFeWbMLI0bA,spotify:track:1V6gIisPpYqgFeWbMLI0bA,https://api.spotify.com/v1/tracks/1V6gIisPpYqgFeWbMLI0bA,https://api.spotify.com/v1/audio-analysis/1V6gIisPpYqgFeWbMLI0bA,210840,4,Demi,6Kssm2LosQ0WyLukFZkEG5
Never Not___Lauv,0.471,0.22,5,-9.243,1,0.037,0.691,0,0.104,0.26,133.714,audio_features,3ZPBZH2k9p306C1bu7bkhC,spotify:track:3ZPBZH2k9p306C1bu7bkhC,https://api.spotify.com/v1/tracks/3ZPBZH2k9p306C1bu7bkhC,https://api.spotify.com/v1/audio-analysis/3ZPBZH2k9p306C1bu7bkhC,208000,4,I met you when I was 18. (the playlist),71cQY3dUThCY6vVKaUIXqR
Intentions___Justin Bieber,0.811,0.553,9,-6.644,1,0.0552,0.317,0,0.105,0.86,148.014,audio_features,364dI1bYnvamSnBJ8JcNzN,spotify:track:364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/tracks/364dI1bYnvamSnBJ8JcNzN,https://api.spotify.com/v1/audio-analysis/364dI1bYnvamSnBJ8JcNzN,212869,4,Intentions,55zg331p7m1EFA4uRggkwt
Somebody To You___The Vamps,0.526,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,audio_features,6VrLYoQKdhu1Jruei06t65,spotify:track:6VrLYoQKdhu1Jruei06t65,https://api.spotify.com/v1/tracks/6VrLYoQKdhu1Jruei06t65,https://api.spotify.com/v1/audio-analysis/6VrLYoQKdhu1Jruei06t65,185098,4,Meet The Vamps,12gXA8pXYzj9bycyyKSGAa
Verity Audiobook 🎧 by Colleen Hoover___➜ 🟡 Colleen Hoover Audiobooks 🎧 by The Book Guide®,0.632,0.185,2,-14.506,1,0.941,0.849,0,0.128,0.224,167.124,audio_features,2ds4MtHdACK58vSjecKykg,spotify:track:2ds4MtHdACK58vSjecKykg,https://api.spotify.com/v1/tracks/2ds4MtHdACK58vSjecKykg,https://api.spotify.com/v1/audio-analysis/2ds4MtHdACK58vSjecKykg,2666584,5,É Assim Que Acaba,2EYOUodxM8anCaM3qskHMT
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By___Rihanna,0.247,0.299,9,-6.083,1,0.0315,0.899,0,0.131,0.172,177.115,audio_features,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520,4,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),3Zzv75PyROH6AMeXN1Yr1h
Dance in the Dark___Au/Ra,0.754,0.534,9,-8.424,0,0.123,0.0721,0.00615,0.218,0.809,149.146,audio_features,3i5jKbMOcBqgnKlx5UyH9d,spotify:track:3i5jKbMOcBqgnKlx5UyH9d,https://api.spotify.com/v1/tracks/3i5jKbMOcBqgnKlx5UyH9d,https://api.spotify.com/v1/audio-analysis/3i5jKbMOcBqgnKlx5UyH9d,178187,4,Dance in the Dark,4rq7tp31zuRebJziiJ2oxB
You & I___One Direction,0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,audio_features,2afCBiru10AFckfOa49wIa,spotify:track:2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/tracks/2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/audio-analysis/2afCBiru10AFckfOa49wIa,237933,4,Midnight Memories (Deluxe),7p1fX8aUySrBdx4WSYspOu
Apologise - The Voice Performance___Adam Martin,0.533,0.547,3,-4.63,1,0.0244,0.343,1.21e-06,0.0918,0.299,105.912,audio_features,4N51feZ4C7lG5ceRdCAIz4,spotify:track:4N51feZ4C7lG5ceRdCAIz4,https://api.spotify.com/v1/tracks/4N51feZ4C7lG5ceRdCAIz4,https://api.spotify.com/v1/audio-analysis/4N51feZ4C7lG5ceRdCAIz4,187345,4,The Voice: The Blind Auditions Collection,1cQKAu6JRUcNroToAl4mYu
Selfish Love (with Selena Gomez)___DJ Snake,0.723,0.646,5,-7.973,0,0.102,0.0206,0.352,0.0994,0.443,110.971,audio_features,3XoflnowYPFRPOh3uFvHcm,spotify:track:3XoflnowYPFRPOh3uFvHcm,https://api.spotify.com/v1/tracks/3XoflnowYPFRPOh3uFvHcm,https://api.spotify.com/v1/audio-analysis/3XoflnowYPFRPOh3uFvHcm,168649,4,Selfish Love (with Selena Gomez),0WvtxtkwXaFDLrmOl9mXDQ
Sculptures___Fractures,0.453,0.357,11,-9.14,1,0.0274,0.702,0.00134,0.252,0.166,149.865,audio_features,1HnD4PVsPkkejGnaK4FOVn,spotify:track:1HnD4PVsPkkejGnaK4FOVn,https://api.spotify.com/v1/tracks/1HnD4PVsPkkejGnaK4FOVn,https://api.spotify.com/v1/audio-analysis/1HnD4PVsPkkejGnaK4FOVn,288573,4,Sculptures,59pCuPt24jHCUM1cAMGyPC
All That (feat. Channel Tres)___Emotional Oranges,0.919,0.721,10,-6.294,0,0.165,0.0462,0.0618,0.112,0.853,110.069,audio_features,5rzndDb4DgVkOsIsfbRv0q,spotify:track:5rzndDb4DgVkOsIsfbRv0q,https://api.spotify.com/v1/tracks/5rzndDb4DgVkOsIsfbRv0q,https://api.spotify.com/v1/audio-analysis/5rzndDb4DgVkOsIsfbRv0q,185884,4,The Juicebox,2EpbqvHpamUFsBboRaSbG1
Bad Day___Justus Bennetts,0.883,0.713,9,-4.684,1,0.307,0.0125,0,0.45,0.855,89.025,audio_features,3wA4ronkc8ZcPXUP0fDgYA,spotify:track:3wA4ronkc8ZcPXUP0fDgYA,https://api.spotify.com/v1/tracks/3wA4ronkc8ZcPXUP0fDgYA,https://api.spotify.com/v1/audio-analysis/3wA4ronkc8ZcPXUP0fDgYA,108800,4,Bad Day,3k1lFVPUbpxngCtvkB9JkA
Be Alright___Dean Lewis,0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,audio_features,3EPXxR3ImUwfayaurPi3cm,spotify:track:3EPXxR3ImUwfayaurPi3cm,https://api.spotify.com/v1/tracks/3EPXxR3ImUwfayaurPi3cm,https://api.spotify.com/v1/audio-analysis/3EPXxR3ImUwfayaurPi3cm,196373,4,Be Alright,0YZLXTaHLcgl5UdtKDiUXD
New Rules___Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,2ekn2ttSfGqwhhate0LSR0,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320,4,Dua Lipa (Deluxe),01sfgrNbnnPUEyz6GZYlt9
Thunder___Imagine Dragons,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,audio_features,1zB4vmk8tFRmM9UULNzbLB,spotify:track:1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/tracks/1zB4vmk8tFRmM9UULNzbLB,https://api.spotify.com/v1/audio-analysis/1zB4vmk8tFRmM9UULNzbLB,187147,4,Evolve,33pt9HBdGlAbRGBHQgsZsU
If the World Was Ending (feat. Julia Michaels)___JP Saxe,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,audio_features,2kJwzbxV2ppxnQoYw4GLBZ,spotify:track:2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/tracks/2kJwzbxV2ppxnQoYw4GLBZ,https://api.spotify.com/v1/audio-analysis/2kJwzbxV2ppxnQoYw4GLBZ,208687,4,If the World Was Ending (feat. Julia Michaels),7BrlhEO8dHiNmU8A1Ep9RZ
Gone Girl___SZA,0.428,0.439,5,-7.674,1,0.0591,0.57,0,0.153,0.418,150.007,audio_features,2Sjx8DWZO5zaTyTAmgo2gY,spotify:track:2Sjx8DWZO5zaTyTAmgo2gY,https://api.spotify.com/v1/tracks/2Sjx8DWZO5zaTyTAmgo2gY,https://api.spotify.com/v1/audio-analysis/2Sjx8DWZO5zaTyTAmgo2gY,244027,4,SOS,07w0rG5TETcyihsEIZR3qG
This Town___Niall Horan,0.677,0.401,9,-8.467,1,0.0308,0.712,0,0.116,0.195,111.825,audio_features,0qvzXomUDJVaUboy2wMfiS,spotify:track:0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,232852,4,Flicker (Deluxe),7ahctQBwcSxDdP0fRAPo2p
Yibambe!___Ludwig Göransson,0.358,0.688,8,-13.072,1,0.0678,0.126,0.902,0.105,0.106,128.019,audio_features,52C8uvCHoQ6DBt3di3Ft5E,spotify:track:52C8uvCHoQ6DBt3di3Ft5E,https://api.spotify.com/v1/tracks/52C8uvCHoQ6DBt3di3Ft5E,https://api.spotify.com/v1/audio-analysis/52C8uvCHoQ6DBt3di3Ft5E,444003,4,Black Panther: Wakanda Forever (Original Score),2lPz7qiqG7TfvKr3S1Lv6p
I Hear a Symphony___Cody Fry,0.197,0.247,3,-8.542,1,0.0306,0.934,0.0163,0.111,0.407,75.787,audio_features,4ZHGRFGwjnEIXHG2FhcDPv,spotify:track:4ZHGRFGwjnEIXHG2FhcDPv,https://api.spotify.com/v1/tracks/4ZHGRFGwjnEIXHG2FhcDPv,https://api.spotify.com/v1/audio-analysis/4ZHGRFGwjnEIXHG2FhcDPv,185176,3,Flying,2gM39a0pG4TMzkb1ExkqgT
No Brainer___DJ Khaled,0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,audio_features,5WvAo7DNuPRmk4APhdPzi8,spotify:track:5WvAo7DNuPRmk4APhdPzi8,https://api.spotify.com/v1/tracks/5WvAo7DNuPRmk4APhdPzi8,https://api.spotify.com/v1/audio-analysis/5WvAo7DNuPRmk4APhdPzi8,260000,5,No Brainer,02drHFQa59AoJWU6DXSSjd
It's You___Sezairi,0.63,0.456,8,-8.285,1,0.0317,0.545,0,0.114,0.166,137.915,audio_features,7rdnB5DAyPbaj51TCQRcqW,spotify:track:7rdnB5DAyPbaj51TCQRcqW,https://api.spotify.com/v1/tracks/7rdnB5DAyPbaj51TCQRcqW,https://api.spotify.com/v1/audio-analysis/7rdnB5DAyPbaj51TCQRcqW,251440,3,It's You,5GulvBNneCO2QRjoWVzhWI
When We Feel Young___When Chai Met Toast,0.573,0.7,4,-6.661,1,0.0271,0.267,0.0187,0.117,0.317,87.508,audio_features,5GJPqaqlCSN19ReZ3Hmue4,spotify:track:5GJPqaqlCSN19ReZ3Hmue4,https://api.spotify.com/v1/tracks/5GJPqaqlCSN19ReZ3Hmue4,https://api.spotify.com/v1/audio-analysis/5GJPqaqlCSN19ReZ3Hmue4,266393,4,When We Feel Young,3rvRY86fVViOvc7ry7IZWq
Talking to the Moon - Acoustic Piano___Bruno Mars,0.361,0.332,4,-6.472,1,0.0305,0.861,0,0.107,0.21,146.598,audio_features,6YKT5HoPwjTwhHiCNQsBMK,spotify:track:6YKT5HoPwjTwhHiCNQsBMK,https://api.spotify.com/v1/tracks/6YKT5HoPwjTwhHiCNQsBMK,https://api.spotify.com/v1/audio-analysis/6YKT5HoPwjTwhHiCNQsBMK,217753,4,Doo-Wops & Hooligans,6J84szYCnMfzEcvIcfWMFL
Can't Feel My Face___The Weeknd,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,audio_features,22VdIZQfgXJea34mQxlt81,spotify:track:22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/tracks/22VdIZQfgXJea34mQxlt81,https://api.spotify.com/v1/audio-analysis/22VdIZQfgXJea34mQxlt81,213520,4,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s
"Agar Tum Saath Ho (From ""Tamasha"")___Alka Yagnik",0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,audio_features,3hkC9EHFZNQPXrtl8WPHnX,spotify:track:3hkC9EHFZNQPXrtl8WPHnX,https://api.spotify.com/v1/tracks/3hkC9EHFZNQPXrtl8WPHnX,https://api.spotify.com/v1/audio-analysis/3hkC9EHFZNQPXrtl8WPHnX,341055,4,Tamasha,2CUXo26JAWIbQx0EVMnjpA
Baaraat___Ritviz,0.678,0.449,4,-9.379,0,0.0869,0.477,0,0.536,0.606,100.033,audio_features,0YLSjVxSb5FT1Bo8Tnxr8j,spotify:track:0YLSjVxSb5FT1Bo8Tnxr8j,https://api.spotify.com/v1/tracks/0YLSjVxSb5FT1Bo8Tnxr8j,https://api.spotify.com/v1/audio-analysis/0YLSjVxSb5FT1Bo8Tnxr8j,222096,4,Baaraat,5tJNl2p7wNTuRBvikWFHSn
The Long Way___Avanti Nagral,0.709,0.575,0,-6.513,1,0.118,0.163,0,0.118,0.4,121.079,audio_features,6IqtVAAmmFYYyUJ38KzP2E,spotify:track:6IqtVAAmmFYYyUJ38KzP2E,https://api.spotify.com/v1/tracks/6IqtVAAmmFYYyUJ38KzP2E,https://api.spotify.com/v1/audio-analysis/6IqtVAAmmFYYyUJ38KzP2E,241983,4,The Long Way,6SOZRzxy6hlUsV6g7DCcuc
