,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,albumName,albumID
Lacrimosa___Matt Kent,0.539,0.35,7,-12.787,0,0.0323,0.56,0,0.114,0.148,95.018,audio_features,6Noh1HVF223OAop5SVrua8,spotify:track:6Noh1HVF223OAop5SVrua8,https://api.spotify.com/v1/tracks/6Noh1HVF223OAop5SVrua8,https://api.spotify.com/v1/audio-analysis/6Noh1HVF223OAop5SVrua8,113687,3,Lacrimosa,65J21F7VXgC7fd6a8uy2mw
Walls Could Talk___Halsey,0.626,0.423,1,-6.035,1,0.0513,0.128,0,0.18,0.571,95.162,audio_features,5ln5yQdUywVbf8HhFsOcd6,spotify:track:5ln5yQdUywVbf8HhFsOcd6,https://api.spotify.com/v1/tracks/5ln5yQdUywVbf8HhFsOcd6,https://api.spotify.com/v1/audio-analysis/5ln5yQdUywVbf8HhFsOcd6,101790,4,hopeless fountain kingdom (Deluxe),7GjG91tyHQNGEHzKJaqOi0
84___Rajiv Dhall,0.448,0.413,5,-7.411,1,0.0511,0.575,0,0.121,0.406,169.319,audio_features,3qePCADpvWQ38YCLxXBrdU,spotify:track:3qePCADpvWQ38YCLxXBrdU,https://api.spotify.com/v1/tracks/3qePCADpvWQ38YCLxXBrdU,https://api.spotify.com/v1/audio-analysis/3qePCADpvWQ38YCLxXBrdU,155729,4,84,1QOIdX1zaKeyXY8B8rTeae
Sorry___Halsey,0.513,0.25,5,-9.376,0,0.0367,0.913,0,0.117,0.351,74.103,audio_features,44n97yHySt0Z9rqPaXgjCK,spotify:track:44n97yHySt0Z9rqPaXgjCK,https://api.spotify.com/v1/tracks/44n97yHySt0Z9rqPaXgjCK,https://api.spotify.com/v1/audio-analysis/44n97yHySt0Z9rqPaXgjCK,220541,4,hopeless fountain kingdom (Deluxe),7GjG91tyHQNGEHzKJaqOi0
Stargirl Interlude___The Weeknd,0.638,0.474,5,-12.7,0,0.124,0.351,0.191,0.105,0.441,179.771,audio_features,4EDijkJdHBZZ0GwJ12iTAj,spotify:track:4EDijkJdHBZZ0GwJ12iTAj,https://api.spotify.com/v1/tracks/4EDijkJdHBZZ0GwJ12iTAj,https://api.spotify.com/v1/audio-analysis/4EDijkJdHBZZ0GwJ12iTAj,111640,4,Starboy,2ODvWsOgouMbaA5xf0RkJe
"Srivalli (From ""Pushpa The Rise Part - 01"")___Javed Ali",0.787,0.603,9,-4.781,1,0.034,0.435,0,0.101,0.743,106.984,audio_features,7sVEoPc5ZUUQerRkgTypUZ,spotify:track:7sVEoPc5ZUUQerRkgTypUZ,https://api.spotify.com/v1/tracks/7sVEoPc5ZUUQerRkgTypUZ,https://api.spotify.com/v1/audio-analysis/7sVEoPc5ZUUQerRkgTypUZ,224072,4,"Srivalli (From ""Pushpa The Rise Part - 01"")",0o80h7hMTz2wjzJSvckOcr
Cinema___Harry Styles,0.829,0.644,9,-7.696,0,0.0427,0.354,0.0511,0.0944,0.896,105.993,audio_features,35TyJIMR3xRouUuo2sjS6v,spotify:track:35TyJIMR3xRouUuo2sjS6v,https://api.spotify.com/v1/tracks/35TyJIMR3xRouUuo2sjS6v,https://api.spotify.com/v1/audio-analysis/35TyJIMR3xRouUuo2sjS6v,243508,4,Harry's House,5r36AJ6VOJtp00oxSkBZ5h
Roshni___Sickflip,0.566,0.576,6,-7.652,0,0.121,0.629,0,0.534,0.3,100.065,audio_features,4VDJJglEbqLva4mTz4ZnHV,spotify:track:4VDJJglEbqLva4mTz4ZnHV,https://api.spotify.com/v1/tracks/4VDJJglEbqLva4mTz4ZnHV,https://api.spotify.com/v1/audio-analysis/4VDJJglEbqLva4mTz4ZnHV,174000,4,Roshni,30zHeQZ49BIB3ScCJogz7t
FRIENDS___Marshmello,0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,audio_features,08bNPGLD8AhKpnnERrAc6G,spotify:track:08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G,202621,4,FRIENDS,1BmxOYHjQv1dKZRr13YRZM
My Type___Saweetie,0.899,0.811,2,-6.294,1,0.258,0.000677,0,0.0672,0.587,105.038,audio_features,5KBARWIxeMGkvUax9VtVC9,spotify:track:5KBARWIxeMGkvUax9VtVC9,https://api.spotify.com/v1/tracks/5KBARWIxeMGkvUax9VtVC9,https://api.spotify.com/v1/audio-analysis/5KBARWIxeMGkvUax9VtVC9,126446,4,ICY,7mdpibDh6Sec6o6zItcSEH
Nzaza___Asake,0.72,0.602,0,-6.797,1,0.07,0.23,0.00472,0.509,0.709,93.966,audio_features,0VjzaXw81JQJM61pzWwP8b,spotify:track:0VjzaXw81JQJM61pzWwP8b,https://api.spotify.com/v1/tracks/0VjzaXw81JQJM61pzWwP8b,https://api.spotify.com/v1/audio-analysis/0VjzaXw81JQJM61pzWwP8b,183830,4,Mr. Money With The Vibe,0lzPMIAYhhUSD2BPT0VQWI
Stay With Me___Sam Smith,0.5,0.418,0,-6.535,1,0.0379,0.569,0.000176,0.11,0.177,84.899,audio_features,4S9eXaaPk0JP765rIUm05D,spotify:track:4S9eXaaPk0JP765rIUm05D,https://api.spotify.com/v1/tracks/4S9eXaaPk0JP765rIUm05D,https://api.spotify.com/v1/audio-analysis/4S9eXaaPk0JP765rIUm05D,172724,4,Spring Break 2023 - Pop Edition,27CA31WajgXx3EtiUqI3Cr
Lights Are On___Tom Rosenthal,0.44,0.04,3,-16.887,1,0.0322,0.981,0.465,0.111,0.249,135.965,audio_features,4IhTXiZLKATmwhMZIb1GQN,spotify:track:4IhTXiZLKATmwhMZIb1GQN,https://api.spotify.com/v1/tracks/4IhTXiZLKATmwhMZIb1GQN,https://api.spotify.com/v1/audio-analysis/4IhTXiZLKATmwhMZIb1GQN,193749,4,Z-Sides,6wOJyevNYXevqTZCn6Xk5T
Jiya Dhadak Dhadak Jaye___Rahat Fateh Ali Khan,0.677,0.533,0,-9.741,1,0.0343,0.157,5.92e-05,0.121,0.398,119.954,audio_features,5wQlXgGVSwvBVKXf5lmWhp,spotify:track:5wQlXgGVSwvBVKXf5lmWhp,https://api.spotify.com/v1/tracks/5wQlXgGVSwvBVKXf5lmWhp,https://api.spotify.com/v1/audio-analysis/5wQlXgGVSwvBVKXf5lmWhp,319480,4,Kalyug,1BEbWl7hVZ2B2O7zuzKOhG
Love To Lose___Sandro Cavazza,0.601,0.741,0,-5.981,1,0.127,0.0467,0,0.244,0.71,195.943,audio_features,11lFSEnkj3810ojPLj53RO,spotify:track:11lFSEnkj3810ojPLj53RO,https://api.spotify.com/v1/tracks/11lFSEnkj3810ojPLj53RO,https://api.spotify.com/v1/audio-analysis/11lFSEnkj3810ojPLj53RO,177731,4,Love To Lose,1K5uj6UM29p2LCqUm0kv1Q
Home for the Summer___Sara Kays,0.682,0.529,4,-9.862,1,0.0469,0.782,0.000294,0.102,0.39,126.995,audio_features,14ahZtLV5yKtqQATTfQta0,spotify:track:14ahZtLV5yKtqQATTfQta0,https://api.spotify.com/v1/tracks/14ahZtLV5yKtqQATTfQta0,https://api.spotify.com/v1/audio-analysis/14ahZtLV5yKtqQATTfQta0,155272,4,Home for the Summer,38Bdsn6is11xS3sKPJsdNX
I Knew You Were Trouble.___Taylor Swift,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,audio_features,6FB3v4YcR57y4tXFcdxI1E,spotify:track:6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/tracks/6FB3v4YcR57y4tXFcdxI1E,https://api.spotify.com/v1/audio-analysis/6FB3v4YcR57y4tXFcdxI1E,219720,4,Red (Big Machine Radio Release Special),4jTYApZPMapg56gRycOn0D
Pasta___New Rules,0.634,0.58,1,-3.812,1,0.0505,0.474,0,0.0891,0.515,88.765,audio_features,7xZnxhlThVCVtrIiMOmgXN,spotify:track:7xZnxhlThVCVtrIiMOmgXN,https://api.spotify.com/v1/tracks/7xZnxhlThVCVtrIiMOmgXN,https://api.spotify.com/v1/audio-analysis/7xZnxhlThVCVtrIiMOmgXN,177561,4,Go The Distance,0mnkD9SsldPZCxMgK5VcY0
rockstar (feat. 21 Savage)___Post Malone,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801,audio_features,0e7ipj03S05BNilyu5bRzt,spotify:track:0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/tracks/0e7ipj03S05BNilyu5bRzt,https://api.spotify.com/v1/audio-analysis/0e7ipj03S05BNilyu5bRzt,218147,4,beerbongs & bentleys,6trNtQUgC8cgbWcqoMYkOR
Hey Ya !___Clinton Cerejo,0.799,0.588,7,-9.136,0,0.0302,0.184,2.68e-05,0.0788,0.789,115.087,audio_features,1qTh7hzjd361hjuzeaMFWK,spotify:track:1qTh7hzjd361hjuzeaMFWK,https://api.spotify.com/v1/tracks/1qTh7hzjd361hjuzeaMFWK,https://api.spotify.com/v1/audio-analysis/1qTh7hzjd361hjuzeaMFWK,254990,4,Karthik Calling Karthik,13aLziSCr93ULLwPE2JURA
Sakhiyan2.0___Maninder Buttar,0.817,0.715,9,-5.13,1,0.0484,0.183,0,0.214,0.398,100.002,audio_features,2hTn8oS49IQULxAWs7hEBz,spotify:track:2hTn8oS49IQULxAWs7hEBz,https://api.spotify.com/v1/tracks/2hTn8oS49IQULxAWs7hEBz,https://api.spotify.com/v1/audio-analysis/2hTn8oS49IQULxAWs7hEBz,177695,4,Sakhiyan2.0 - BellBottom,5iXTBxq6U8TlbjRIDEDItN
Far Away___Peter Fenn,0.806,0.493,8,-8.847,1,0.0348,0.493,0,0.107,0.454,110.078,audio_features,0HKzYLiNdTdGFfgStbfpQV,spotify:track:0HKzYLiNdTdGFfgStbfpQV,https://api.spotify.com/v1/tracks/0HKzYLiNdTdGFfgStbfpQV,https://api.spotify.com/v1/audio-analysis/0HKzYLiNdTdGFfgStbfpQV,131937,4,Far Away,6ebG7C6aLeVRnhWfFxdZHi
Mast Kalandar___Rekha Bhardwaj,0.709,0.863,11,-2.938,1,0.213,0.217,1.46e-06,0.211,0.959,184.014,audio_features,0XHo0E7KUV4f1ayeNX9KFF,spotify:track:0XHo0E7KUV4f1ayeNX9KFF,https://api.spotify.com/v1/tracks/0XHo0E7KUV4f1ayeNX9KFF,https://api.spotify.com/v1/audio-analysis/0XHo0E7KUV4f1ayeNX9KFF,259042,4,David,2wx0r6PZ5fpNwWKnyH34aU
Let Somebody Go___Coldplay,0.592,0.342,0,-8.93,1,0.0339,0.193,0.00245,0.11,0.155,130.953,audio_features,4cGqn0E8JCSY9gQllQj4Mf,spotify:track:4cGqn0E8JCSY9gQllQj4Mf,https://api.spotify.com/v1/tracks/4cGqn0E8JCSY9gQllQj4Mf,https://api.spotify.com/v1/audio-analysis/4cGqn0E8JCSY9gQllQj4Mf,241595,4,Music Of The Spheres,06mXfvDsRZNfnsGZvX2zpb
Sweat___ZAYN,0.532,0.584,7,-6.659,0,0.0444,0.00227,0.00308,0.126,0.165,161.738,audio_features,6ZHRi0QxzSnlevyhyNkj4a,spotify:track:6ZHRi0QxzSnlevyhyNkj4a,https://api.spotify.com/v1/tracks/6ZHRi0QxzSnlevyhyNkj4a,https://api.spotify.com/v1/audio-analysis/6ZHRi0QxzSnlevyhyNkj4a,232267,4,Nobody Is Listening,2yuQqhSklmfWgn8lmJNk5t
Orange Hoodie___Angus Maude,0.721,0.149,3,-9.041,1,0.041,0.848,0,0.0977,0.306,109.794,audio_features,7zznnb4017w7BwU5tMiBi9,spotify:track:7zznnb4017w7BwU5tMiBi9,https://api.spotify.com/v1/tracks/7zznnb4017w7BwU5tMiBi9,https://api.spotify.com/v1/audio-analysis/7zznnb4017w7BwU5tMiBi9,179427,4,Orange Hoodie,7kjDSALwRw5EjnkNzTyc5t
Missing___Joongle,0.628,0.877,0,-4.205,1,0.046,0.0155,5.97e-06,0.113,0.721,101.992,audio_features,5YqdiryRmdAzYFlxo43hAJ,spotify:track:5YqdiryRmdAzYFlxo43hAJ,https://api.spotify.com/v1/tracks/5YqdiryRmdAzYFlxo43hAJ,https://api.spotify.com/v1/audio-analysis/5YqdiryRmdAzYFlxo43hAJ,217408,4,Missing Piece,6zQCdokfVne8dFU5Z5BpS3
talk me out of it___Olivia Holt,0.775,0.641,11,-5.744,1,0.0613,0.421,0,0.0818,0.236,109.967,audio_features,5QC9t1lrEI2aBw62RBidr8,spotify:track:5QC9t1lrEI2aBw62RBidr8,https://api.spotify.com/v1/tracks/5QC9t1lrEI2aBw62RBidr8,https://api.spotify.com/v1/audio-analysis/5QC9t1lrEI2aBw62RBidr8,171364,4,talk me out of it,479oZ4nQNgeA3Nb89It5x1
Beautiful (feat. Camila Cabello)___Bazzi,0.638,0.717,2,-4.722,1,0.0337,0.346,0,0.105,0.249,100.027,audio_features,4VUwkH455At9kENOfzTqmF,spotify:track:4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/tracks/4VUwkH455At9kENOfzTqmF,https://api.spotify.com/v1/audio-analysis/4VUwkH455At9kENOfzTqmF,180000,4,Beautiful (feat. Camila Cabello),6hCR3zQtRH0IgookOYt771
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)___Taylor Swift,0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,audio_features,5enxwA8aAbwZbf5qCHORXi,spotify:track:5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/tracks/5enxwA8aAbwZbf5qCHORXi,https://api.spotify.com/v1/audio-analysis/5enxwA8aAbwZbf5qCHORXi,613027,4,Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9
"Oh, Pretty Woman___Pomplamoose",0.771,0.379,11,-8.978,0,0.0406,0.49,0.000537,0.0681,0.719,115.91,audio_features,4sW92fjvu3GxkwDucZKWzG,spotify:track:4sW92fjvu3GxkwDucZKWzG,https://api.spotify.com/v1/tracks/4sW92fjvu3GxkwDucZKWzG,https://api.spotify.com/v1/audio-analysis/4sW92fjvu3GxkwDucZKWzG,188864,4,"Oh, Pretty Woman",2hRvfIu9jo0AaCfPxZjtsS
Hate Me!___MASN,0.683,0.628,6,-6.512,1,0.123,0.659,0,0.106,0.356,142.06,audio_features,6jmf4OxSGzdgthZruXtcqu,spotify:track:6jmf4OxSGzdgthZruXtcqu,https://api.spotify.com/v1/tracks/6jmf4OxSGzdgthZruXtcqu,https://api.spotify.com/v1/audio-analysis/6jmf4OxSGzdgthZruXtcqu,154757,4,How To Kill A Rockstar,19C3hX64lG3BikzOfwmUm6
Halloweenie III: Seven Days___Ashnikko,0.717,0.753,7,-6.02,1,0.0605,0.206,0,0.101,0.734,137.936,audio_features,0OStKKAuXlxA0fMH54Qs6E,spotify:track:0OStKKAuXlxA0fMH54Qs6E,https://api.spotify.com/v1/tracks/0OStKKAuXlxA0fMH54Qs6E,https://api.spotify.com/v1/audio-analysis/0OStKKAuXlxA0fMH54Qs6E,150654,4,Halloweenie III: Seven Days,1UdHs4K8sjSKy3BJJP1h8q
Scars To Your Beautiful___Alessia Cara,0.319,0.739,0,-5.74,1,0.272,0.0285,0,0.111,0.449,194.169,audio_features,42ydLwx4i5V49RXHOozJZq,spotify:track:42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/tracks/42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/audio-analysis/42ydLwx4i5V49RXHOozJZq,230227,4,Know-It-All (Deluxe),2AGNF8r2y8HL85yVk2bwmS
Old Fashioned___Bruno Major,0.74,0.242,2,-9.003,1,0.0472,0.736,0.00157,0.0972,0.331,131.982,audio_features,3iI7E4AxiTf0Pmb7oWSjR0,spotify:track:3iI7E4AxiTf0Pmb7oWSjR0,https://api.spotify.com/v1/tracks/3iI7E4AxiTf0Pmb7oWSjR0,https://api.spotify.com/v1/audio-analysis/3iI7E4AxiTf0Pmb7oWSjR0,199904,3,To Let A Good Thing Die,4NWvFq8Cst2Y5iHOouXtMz
bury a friend___Billie Eilish,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,audio_features,4SSnFejRGlZikf02HLewEF,spotify:track:4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,193143,4,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0S0KGZnfBGSIssfF54WSJh
Are You Bored Yet? (feat. Clairo)___Wallows,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,audio_features,57RA3JGafJm5zRtKJiKPIm,spotify:track:57RA3JGafJm5zRtKJiKPIm,https://api.spotify.com/v1/tracks/57RA3JGafJm5zRtKJiKPIm,https://api.spotify.com/v1/audio-analysis/57RA3JGafJm5zRtKJiKPIm,178000,4,Nothing Happens,7eed9MBclFPjjjvotfR2e9
LET THE GRASS GROW___Ruel,0.598,0.426,5,-7.659,1,0.0354,0.553,0,0.318,0.292,119.922,audio_features,2BN5ZMErVAhbEroB99b3no,spotify:track:2BN5ZMErVAhbEroB99b3no,https://api.spotify.com/v1/tracks/2BN5ZMErVAhbEroB99b3no,https://api.spotify.com/v1/audio-analysis/2BN5ZMErVAhbEroB99b3no,175534,4,LET THE GRASS GROW,160bnYxuf2qbEscs8B4QOu
The Way I Loved You (Taylor’s Version)___Taylor Swift,0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,audio_features,22bPsP2jCgbLUvh82U0Z3M,spotify:track:22bPsP2jCgbLUvh82U0Z3M,https://api.spotify.com/v1/tracks/22bPsP2jCgbLUvh82U0Z3M,https://api.spotify.com/v1/audio-analysis/22bPsP2jCgbLUvh82U0Z3M,243137,4,Fearless (Taylor's Version),4hDok0OAJd57SGIT8xuWJH
Savage___Megan Thee Stallion,0.843,0.741,11,-5.609,1,0.334,0.0252,0,0.096,0.68,168.983,audio_features,55CHeLEfn5iJ0IIkgaa4si,spotify:track:55CHeLEfn5iJ0IIkgaa4si,https://api.spotify.com/v1/tracks/55CHeLEfn5iJ0IIkgaa4si,https://api.spotify.com/v1/audio-analysis/55CHeLEfn5iJ0IIkgaa4si,155497,4,Suga,6Lo6ylJg4qbFfxicPEOzMI
Tik Tik Vajate Dokyaat - Duet Version___Sonu Nigam,0.695,0.363,4,-8.795,1,0.0493,0.747,0,0.312,0.637,97.781,audio_features,3CY8kcVqpfGHhHC4wkBVpB,spotify:track:3CY8kcVqpfGHhHC4wkBVpB,https://api.spotify.com/v1/tracks/3CY8kcVqpfGHhHC4wkBVpB,https://api.spotify.com/v1/audio-analysis/3CY8kcVqpfGHhHC4wkBVpB,172000,3,Duniyadari (Original Motion Picture Soundtrack),5JZsS8DblBReCE6VPXMCoA
Feel Me___Selena Gomez,0.71,0.808,2,-6.703,0,0.0433,0.44,0.000773,0.0734,0.392,99.989,audio_features,4mt7C6wYeTUWDDk7xKym9w,spotify:track:4mt7C6wYeTUWDDk7xKym9w,https://api.spotify.com/v1/tracks/4mt7C6wYeTUWDDk7xKym9w,https://api.spotify.com/v1/audio-analysis/4mt7C6wYeTUWDDk7xKym9w,226003,4,Rare (Deluxe),5obQ9rPASQW2mLxYM8Ko6Z
Mr Man___Fave,0.686,0.621,11,-5.474,1,0.165,0.0714,7.61e-05,0.246,0.279,90.019,audio_features,6VQMo5jaGsonAAPCRkfkQO,spotify:track:6VQMo5jaGsonAAPCRkfkQO,https://api.spotify.com/v1/tracks/6VQMo5jaGsonAAPCRkfkQO,https://api.spotify.com/v1/audio-analysis/6VQMo5jaGsonAAPCRkfkQO,164333,4,Riddim 5,5OED0Qq75DgxN7XxWvvcAV
DIE DOWN___Cailin Russo,0.676,0.768,8,-6.543,1,0.0265,0.000189,0.233,0.36,0.31,113.995,audio_features,7c1wpOqC67svZIJR4N8nJA,spotify:track:7c1wpOqC67svZIJR4N8nJA,https://api.spotify.com/v1/tracks/7c1wpOqC67svZIJR4N8nJA,https://api.spotify.com/v1/audio-analysis/7c1wpOqC67svZIJR4N8nJA,241960,4,DIE DOWN,0NE4ZVUANwPi9RGk5Z2DCm
Lookalike___Conan Gray,0.434,0.302,10,-10.117,1,0.0378,0.766,7.63e-06,0.149,0.173,121.645,audio_features,4K3gM7kzX4POAfrs71HomN,spotify:track:4K3gM7kzX4POAfrs71HomN,https://api.spotify.com/v1/tracks/4K3gM7kzX4POAfrs71HomN,https://api.spotify.com/v1/audio-analysis/4K3gM7kzX4POAfrs71HomN,220867,4,Sunset Season,16pubXUlqRziVWRsT6lLNz
"Saware (From ""Phantom"")___Arijit Singh",0.499,0.683,6,-6.373,0,0.0333,0.702,0.00163,0.0749,0.297,134.958,audio_features,4zucKAVwfboJFZKgHdsAeo,spotify:track:4zucKAVwfboJFZKgHdsAeo,https://api.spotify.com/v1/tracks/4zucKAVwfboJFZKgHdsAeo,https://api.spotify.com/v1/audio-analysis/4zucKAVwfboJFZKgHdsAeo,321613,4,Love Forever With Arijit Singh,5Wm1nhxZqx7i0Hp6ZBqe9T
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix___Ty Dolla $ign",0.805,0.33,1,-8.712,0,0.1,0.22,0,0.105,0.211,121.97,audio_features,7t2bFihaDvhIrd2gn2CWJO,spotify:track:7t2bFihaDvhIrd2gn2CWJO,https://api.spotify.com/v1/tracks/7t2bFihaDvhIrd2gn2CWJO,https://api.spotify.com/v1/audio-analysis/7t2bFihaDvhIrd2gn2CWJO,242983,4,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",3SHx7bBQFI4J8QRr6D5cOK
Falling Like The Stars___James Arthur,0.296,0.351,6,-9.538,1,0.0352,0.823,1.45e-06,0.11,0.19,177.06,audio_features,15xWRPHQMeqgdkGzInx3PY,spotify:track:15xWRPHQMeqgdkGzInx3PY,https://api.spotify.com/v1/tracks/15xWRPHQMeqgdkGzInx3PY,https://api.spotify.com/v1/audio-analysis/15xWRPHQMeqgdkGzInx3PY,212720,3,Falling Like The Stars,6Vd7ZTFfhrtPuiQIqEN8XU
If I Ain't Got You___Alicia Keys,0.609,0.444,7,-9.129,1,0.106,0.603,6.86e-06,0.104,0.166,118.402,audio_features,3XVBdLihbNbxUwZosxcGuJ,spotify:track:3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/tracks/3XVBdLihbNbxUwZosxcGuJ,https://api.spotify.com/v1/audio-analysis/3XVBdLihbNbxUwZosxcGuJ,228707,3,The Diary Of Alicia Keys,6TqRKHLjDu5QZuC8u5Woij
Rise Up___Ben Lee,0.398,0.316,1,-7.031,1,0.0368,0.805,0,0.295,0.174,118.582,audio_features,0tV8pOpiNsKqUys0ilUcXz,spotify:track:0tV8pOpiNsKqUys0ilUcXz,https://api.spotify.com/v1/tracks/0tV8pOpiNsKqUys0ilUcXz,https://api.spotify.com/v1/audio-analysis/0tV8pOpiNsKqUys0ilUcXz,253342,4,Cheers to the Fall,6Blubl1glavmervPJa3QVs
Don't Call Me Baby___Joongle,0.744,0.463,10,-12.811,0,0.153,0.622,0.00041,0.346,0.399,80.006,audio_features,278hwaME9MrMhxnTR8XKji,spotify:track:278hwaME9MrMhxnTR8XKji,https://api.spotify.com/v1/tracks/278hwaME9MrMhxnTR8XKji,https://api.spotify.com/v1/audio-analysis/278hwaME9MrMhxnTR8XKji,122633,4,Don't Call Me Baby,32TxVAOXD8qsaKqRzp4sS2
Hurts So Good___Astrid S,0.675,0.609,7,-5.027,0,0.0586,0.084,0,0.0957,0.378,120.039,audio_features,46ydq5g3k17iLJs3qMDvO6,spotify:track:46ydq5g3k17iLJs3qMDvO6,https://api.spotify.com/v1/tracks/46ydq5g3k17iLJs3qMDvO6,https://api.spotify.com/v1/audio-analysis/46ydq5g3k17iLJs3qMDvO6,208729,4,Astrid S,5iK2afnsB8wwv9WULCE9e7
Boyfriend___Dove Cameron,0.345,0.612,7,-6.543,0,0.0608,0.232,0,0.194,0.232,179.773,audio_features,59CfNbkERJ3NoTXDvoURjj,spotify:track:59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/tracks/59CfNbkERJ3NoTXDvoURjj,https://api.spotify.com/v1/audio-analysis/59CfNbkERJ3NoTXDvoURjj,153000,3,Boyfriend,4jUfPmvZGiRRJwULbfk1dc
One Day___Tate McRae,0.436,0.153,0,-9.522,1,0.0454,0.911,0,0.129,0.415,71.684,audio_features,4Ey0LK1HzksUqm9JLzzKuD,spotify:track:4Ey0LK1HzksUqm9JLzzKuD,https://api.spotify.com/v1/tracks/4Ey0LK1HzksUqm9JLzzKuD,https://api.spotify.com/v1/audio-analysis/4Ey0LK1HzksUqm9JLzzKuD,202340,4,One Day,5dcblm6CNsl9cCiQ6CsKjr
When You Love Someone___James TW,0.681,0.453,7,-6.09,1,0.0278,0.263,0,0.0543,0.348,125.772,audio_features,0TXNKTzawI6VgLoA9UauRp,spotify:track:0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/tracks/0TXNKTzawI6VgLoA9UauRp,https://api.spotify.com/v1/audio-analysis/0TXNKTzawI6VgLoA9UauRp,216560,4,Chapters,3GNzXsFbzdwM0WKCZtgeNP
I'd Have to Think About It___Leith Ross,0.508,0.213,5,-13.998,1,0.0364,0.829,1.11e-05,0.123,0.512,100.764,audio_features,50lUr1G0TYol01m2RlqPzZ,spotify:track:50lUr1G0TYol01m2RlqPzZ,https://api.spotify.com/v1/tracks/50lUr1G0TYol01m2RlqPzZ,https://api.spotify.com/v1/audio-analysis/50lUr1G0TYol01m2RlqPzZ,150141,4,I'd Have to Think About It,0wfdQFjAZI2tJ506KTGnbY
Memories___Maroon 5,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,audio_features,4cktbXiXOapiLBMprHFErI,spotify:track:4cktbXiXOapiLBMprHFErI,https://api.spotify.com/v1/tracks/4cktbXiXOapiLBMprHFErI,https://api.spotify.com/v1/audio-analysis/4cktbXiXOapiLBMprHFErI,189486,4,JORDI (Deluxe),1pCA38N6MkLlthXtAOvZTU
Nobody Gets Me___SZA,0.358,0.284,7,-8.285,1,0.0285,0.805,0,0.183,0.276,99.796,audio_features,5Y35SjAfXjjG0sFQ3KOxmm,spotify:track:5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/tracks/5Y35SjAfXjjG0sFQ3KOxmm,https://api.spotify.com/v1/audio-analysis/5Y35SjAfXjjG0sFQ3KOxmm,180853,3,SOS,07w0rG5TETcyihsEIZR3qG
My Name Isn’t___LOVA,0.737,0.496,6,-7.605,1,0.426,0.281,0,0.211,0.541,176.023,audio_features,5NAjv8drxDn4TSQL0lDUrK,spotify:track:5NAjv8drxDn4TSQL0lDUrK,https://api.spotify.com/v1/tracks/5NAjv8drxDn4TSQL0lDUrK,https://api.spotify.com/v1/audio-analysis/5NAjv8drxDn4TSQL0lDUrK,174203,4,A Gentleman's Guide,1kofANNzjqHkHH5PRQpVlZ
A Thousand Years___Christina Perri,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,audio_features,6lanRgr6wXibZr8KgzXxBl,spotify:track:6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/tracks/6lanRgr6wXibZr8KgzXxBl,https://api.spotify.com/v1/audio-analysis/6lanRgr6wXibZr8KgzXxBl,285120,3,A Thousand Years,15yvc643iYfQtb6zh9NEJo
